region,country,2023,unit
Moquegua,Peru,136000.00,人
Vushtrri,Kosovo,69870.00,人
Itapúa,Paraguay,89471.00,人
Ziguinchor,Senegal,100390.00,人
Rhondda Cynon Taff,United Kingdom,188573.00,人
Bitola,North Macedonia,69287.00,人
Středočeský Kraj,Czechia,538382.00,人
Pohjanmaa,Finland,129120.00,人
Panamá Oeste,Panama,172789.00,人
Guaviare,Colombia,102531.00,人
Azores,Portugal,205255.00,人
Požarevac,Serbia,82285.00,人
Bouira,Algeria,522755.00,人
Ubon Ratchathani,Thailand,130946.00,人
Şəki,Azerbaijan,81620.00,人
Kanta-Häme,Finland,129363.00,人
Adrar,Algeria,202585.00,人
Sankuru,Congo (Kinshasa),109660.00,人
North Tyneside,United Kingdom,244699.00,人
Putrajaya,Malaysia,67964.00,人
Al Buraymī,Oman,67963.00,人
Kamuli,Uganda,67800.00,人
Nueva Vizcaya,Philippines,497432.00,人
Apac,Uganda,67700.00,人
Kweneng,Botswana,183163.00,人
Walsall,United Kingdom,304072.00,人
Ahal,Turkmenistan,231871.00,人
Misiones,Paraguay,154854.00,人
Manyara,Tanzania,121588.00,人
Zrenjanin,Serbia,67129.00,人
Dâmboviţa,Romania,117264.00,人
Veliko Tarnovo,Bulgaria,128707.00,人
Costa Caribe Sur,Nicaragua,296497.00,人
Koulikoro,Mali,1154427.00,人
Thurrock,United Kingdom,125728.00,人
Kraljevo,Serbia,66688.00,人
Upper East,Ghana,155142.00,人
Liepāja,Latvia,66680.00,人
Blekinge,Sweden,97779.00,人
Vrancea,Romania,102563.00,人
Nālūt,Libya,96233.00,人
Novi Pazar,Serbia,66527.00,人
Jász-Nagykun-Szolnok,Hungary,175617.00,人
Zacapa,Guatemala,262741.00,人
Kronoberg,Sweden,92483.00,人
Etelä-Pohjanmaa,Finland,171037.00,人
Vestfold og Telemark,Norway,383615.00,人
Sila,Chad,66107.00,人
Manouba,Tunisia,200342.00,人
Papua Pegunungan,Indonesia,66080.00,人
Prachuap Khiri Khan,Thailand,118676.00,人
Garissa,Kenya,65881.00,人
Komárom-Esztergom,Hungary,167739.00,人
Anatolikí Makedonía kai Thráki,Greece,321475.00,人
Värmland,Sweden,155964.00,人
Barnet,United Kingdom,290650.00,人
Tulcea,Romania,74837.00,人
Arima,Trinidad and Tobago,65623.00,人
Narok,Kenya,65430.00,人
Lappi,Finland,120874.00,人
Canindeyú,Paraguay,126351.00,人
Antique,Philippines,612974.00,人
Naama,Algeria,133614.00,人
Northern,Papua New Guinea,65000.00,人
Busia,Uganda,90798.00,人
Ípeiros,Greece,113331.00,人
Leicestershire,United Kingdom,395916.00,人
Santa Rosa,Guatemala,446435.00,人
As Suwaydā’,Syria,116475.00,人
Badakhshān,Afghanistan,100824.00,人
Kensington and Chelsea,United Kingdom,64681.00,人
Rivera,Uruguay,71700.00,人
Abkhazia,Georgia,64441.00,人
Basilicata,Italy,255835.00,人
Alba,Romania,161793.00,人
Bādghīs,Afghanistan,64125.00,人
Agder,Norway,199515.00,人
Trnava,Slovakia,224766.00,人
Penghu,Taiwan,63745.00,人
Dar‘ā,Syria,409399.00,人
Boucle du Mouhoun,Burkina Faso,248072.00,人
Cuvette,Congo (Brazzaville),160551.00,人
Windsor and Maidenhead,United Kingdom,128391.00,人
Olt,Romania,141047.00,人
Prilep,North Macedonia,63308.00,人
Trans Nzoia,Kenya,63245.00,人
Ouled Djellal,Algeria,63237.00,人
Altay,Russia,63214.00,人
Northern,Sri Lanka,107123.00,人
Ticino,Switzerland,137924.00,人
Tetovo,North Macedonia,63176.00,人
Putumayo,Colombia,377509.00,人
Vaslui,Romania,140555.00,人
Hiiraan,Somalia,146745.00,人
Limerick,Ireland,62702.00,人
Tiris Zemmour,Mauritania,77910.00,人
Taita/Taveta,Kenya,135806.00,人
Kolda,Senegal,86033.00,人
Hawke’s Bay,New Zealand,76191.00,人
Santarém,Portugal,429438.00,人
Richmond upon Thames,United Kingdom,129094.00,人
Arua,Uganda,61962.00,人
Al Khawr wa adh Dhakhīrah,Qatar,61877.00,人
Halton,United Kingdom,137516.00,人
Praia,Cabo Verde,61644.00,人
Karonga,Malawi,61609.00,人
Wrexham,United Kingdom,70983.00,人
,French Guiana,119553.00,人
Clarendon,Jamaica,61548.00,人
Cabañas,El Salvador,145885.00,人
Sahel,Burkina Faso,174845.00,人
Ilocos Sur,Philippines,644816.00,人
Đắk Nông,Vietnam,61413.00,人
Al Janūbīyah,Bahrain,61293.00,人
Aysén,Chile,82052.00,人
Ouham-Pendé,Central African Republic,99225.00,人
Copán,Honduras,175671.00,人
Zagrebačka Županija,Croatia,224404.00,人
Ards and North Down,United Kingdom,90688.00,人
Soroti,Uganda,60900.00,人
Chachoengsao,Thailand,70204.00,人
Saraburi,Thailand,139644.00,人
Kabarole,Uganda,72845.00,人
Hhohho,Eswatini,72241.00,人
Woleu-Ntem,Gabon,93534.00,人
Yala,Thailand,85305.00,人
Somerset,United Kingdom,275568.00,人
Samut Sakhon,Thailand,135828.00,人
Bracknell Forest,United Kingdom,109175.00,人
Concepción,Paraguay,199776.00,人
Isiolo,Kenya,105989.00,人
Kratie,Cambodia,60000.00,人
Trang,Thailand,84764.00,人
Užice,Serbia,59747.00,人
Suharekë,Kosovo,59722.00,人
Likouala,Congo (Brazzaville),118083.00,人
Arunāchal Pradesh,India,138242.00,人
Artemisa,Cuba,378229.00,人
Stereá Elláda,Greece,165230.00,人
Umm al Qaywayn,United Arab Emirates,59098.00,人
Sacatepéquez,Guatemala,391598.00,人
Yevlax,Azerbaijan,59036.00,人
Pasco,Peru,83058.00,人
Sutton,United Kingdom,135963.00,人
Merthyr Tydfil,United Kingdom,58839.00,人
Somogy,Hungary,112358.00,人
Kruševac,Serbia,58745.00,人
Dosso,Niger,104136.00,人
Kasungu,Malawi,58653.00,人
Gllogovc,Kosovo,58531.00,人
Chaiyaphum,Thailand,97354.00,人
Pursat,Cambodia,58255.00,人
Călăraşi,Romania,80835.00,人
Biliran,Philippines,159967.00,人
Matabeleland South,Zimbabwe,114259.00,人
Lampang,Thailand,126551.00,人
Savanes,Togo,99535.00,人
Lop Buri,Thailand,83473.00,人
Tailevu,Fiji,57882.00,人
Taranaki,New Zealand,73132.00,人
Carazo,Nicaragua,145561.00,人
Armavir,Armenia,106005.00,人
Nueva Segovia,Nicaragua,236139.00,人
Sinop,Turkey,118918.00,人
Valle,Honduras,98642.00,人
Marinduque,Philippines,239207.00,人
Targovishte,Bulgaria,81207.00,人
Presidente Hayes,Paraguay,119717.00,人
Heredia,Costa Rica,318168.00,人
North West,Botswana,60996.00,人
Mafeteng,Lesotho,67578.00,人
Nótio Aigaío,Greece,123138.00,人
Houaphan,Laos,56900.00,人
Nippes,Haiti,249842.00,人
Cordillera,Paraguay,166634.00,人
Carchi,Ecuador,71216.00,人
Makueni,Kenya,56419.00,人
Guairá,Paraguay,75146.00,人
Rahovec,Kosovo,56208.00,人
Northern,Sudan,153431.00,人
Castelo Branco,Portugal,162715.00,人
Quirino,Philippines,203828.00,人
Southern Highlands,Papua New Guinea,56055.00,人
Bungoma,Kenya,154549.00,人
Veszprém,Hungary,167312.00,人
Intibucá,Honduras,81053.00,人
Fier,Albania,98242.00,人
Sucumbíos,Ecuador,55627.00,人
Hà Giang,Vietnam,55559.00,人
Niederösterreich,Austria,545791.00,人
El Progreso,Guatemala,187694.00,人
Vratsa,Bulgaria,121360.00,人
Cheshire East,United Kingdom,266533.00,人
Bas-Uélé,Congo (Kinshasa),124755.00,人
Zala,Hungary,73001.00,人
Vranje,Serbia,55138.00,人
Guanacaste,Costa Rica,248953.00,人
Tacuarembó,Uruguay,54755.00,人
Trenčin,Slovakia,54740.00,人
Jelgava,Latvia,54701.00,人
Kef,Tunisia,123914.00,人
Zeeland,Netherlands,289141.00,人
Santa Elena,Ecuador,54565.00,人
Giurgiu,Romania,67357.00,人
Békés,Hungary,170000.00,人
Ruma,Serbia,54339.00,人
Paraćin,Serbia,54267.00,人
Louangnamtha,Laos,77600.00,人
Vysočina,Czechia,191548.00,人
Ḩajjah,Yemen,53887.00,人
Iganga,Uganda,53870.00,人
Chontales,Nicaragua,131709.00,人
Louangphabang,Laos,53792.00,人
Narva,Estonia,53626.00,人
Western Province,Rwanda,212780.00,人
Évora,Portugal,108020.00,人
San Juan/Laventille,Trinidad and Tobago,75042.00,人
Ilfov,Romania,280631.00,人
Karṇālī,Nepal,129150.00,人
Chüy,Kyrgyzstan,401616.00,人
San Vicente,El Salvador,127534.00,人
Kabale,Uganda,53200.00,人
Hunedoara,Romania,252316.00,人
Herefordshire,United Kingdom,85167.00,人
Fife,United Kingdom,211578.00,人
San Pedro,Paraguay,112641.00,人
Sjælland,Denmark,354237.00,人
Caaguazú,Paraguay,111227.00,人
Prince Edward Island,Canada,79318.00,人
Sălaj,Romania,62036.00,人
Tak,Thailand,72640.00,人
Sidi Bouzid,Tunisia,78613.00,人
Kotayk’,Armenia,151198.00,人
Istarska Županija,Croatia,113197.00,人
Møre og Romsdal,Norway,122225.00,人
Jūrmala,Latvia,52154.00,人
Dādra and Nagar Haveli and Damān and Diu,India,118246.00,人
Takeo,Cambodia,52000.00,人
Etelä-Savo,Finland,124509.00,人
Şa‘dah,Yemen,67496.00,人
Alytaus Miestas,Lithuania,51856.00,人
Vila Real,Portugal,145890.00,人
Kardzhali,Bulgaria,61076.00,人
Cerro Largo,Uruguay,66434.00,人
Coclé,Panama,73416.00,人
"Vale of Glamorgan, The",United Kingdom,83616.00,人
Sombor,Serbia,51471.00,人
Mangochi,Malawi,66384.00,人
Gabrovo,Bulgaria,73433.00,人
Lənkəran,Azerbaijan,72800.00,人
Batken,Kyrgyzstan,252666.00,人
Orellana,Ecuador,51281.00,人
Korçë,Albania,100355.00,人
Sar-e Pul,Afghanistan,51075.00,人
Trarza,Mauritania,65168.00,人
Dorset,United Kingdom,186609.00,人
K’akheti,Georgia,81380.00,人
North Lanarkshire,United Kingdom,234110.00,人
Skenderaj,Kosovo,50858.00,人
Phra Nakhon Si Ayutthaya,Thailand,81298.00,人
West Lothian,United Kingdom,125856.00,人
Northland,New Zealand,63612.00,人
Jarash,Jordan,62331.00,人
Neath Port Talbot,United Kingdom,87934.00,人
Kāpīsā,Afghanistan,50490.00,人
Mashonaland Central,Zimbabwe,103984.00,人
Abra,Philippines,171043.00,人
Kampong Speu,Cambodia,83590.00,人
Ma‘ān,Jordan,50350.00,人
Cuscatlán,El Salvador,212273.00,人
Tandjilé,Chad,130431.00,人
Covasna,Romania,75531.00,人
Brunei dan Muara,Brunei,58809.00,人
Kwango,Congo (Kinshasa),118740.00,人
Āfar,Ethiopia,83771.00,人
Western,Ghana,217158.00,人
Kanem,Chad,50000.00,人
Al Wādī al Jadīd,Egypt,59465.00,人
Pemba South,Tanzania,49959.00,人
Xankəndi,Azerbaijan,49848.00,人
Boaco,Nicaragua,134732.00,人
Jämtland,Sweden,49806.00,人
El Meghaier,Algeria,49793.00,人
Selibe Phikwe,Botswana,49724.00,人
Norrbotten,Sweden,116546.00,人
Pirot,Serbia,49601.00,人
Huancavelica,Peru,70116.00,人
Mpigi,Uganda,65500.00,人
Heves,Hungary,106950.00,人
Gao,Mali,246825.00,人
Bridgend,United Kingdom,91209.00,人
Karlovačka Županija,Croatia,71835.00,人
Karlovarský Kraj,Czechia,159815.00,人
Romblon,Philippines,282693.00,人
Zābul,Afghanistan,49158.00,人
Gorgol,Mauritania,49152.00,人
Luwero,Uganda,127770.00,人
Shefa,Vanuatu,49034.00,人
Perlis,Malaysia,58898.00,人
Camden,United Kingdom,72836.00,人
Couva/Tabaquite/Talparo,Trinidad and Tobago,91570.00,人
Zaječar,Serbia,48621.00,人
Torbay,United Kingdom,48563.00,人
Torfaen,United Kingdom,77597.00,人
Waterford,Ireland,59646.00,人
Manchester,Jamaica,48317.00,人
Grand Bassa,Liberia,82585.00,人
Keski-Pohjanmaa,Finland,48299.00,人
Borkou,Chad,48090.00,人
Durham,United Kingdom,249767.00,人
Bayburt,Turkey,48036.00,人
Southern,Botswana,67808.00,人
Mandoul,Chad,47950.00,人
Southland,New Zealand,59925.00,人
Lempira,Honduras,81344.00,人
Yumbe,Uganda,47600.00,人
Jendouba,Tunisia,113603.00,人
Gracias a Dios,Honduras,60248.00,人
Central,Botswana,197872.00,人
Inđija,Serbia,47433.00,人
Perth and Kinross,United Kingdom,56450.00,人
Highland,United Kingdom,74545.00,人
Molise,Italy,110779.00,人
Viti,Kosovo,46987.00,人
South Ayrshire,United Kingdom,76210.00,人
City of Freeport,"Bahamas, The",92470.00,人
Nelson,New Zealand,46437.00,人
East Ayrshire,United Kingdom,55180.00,人
Vidin,Bulgaria,46269.00,人
Oio,Guinea-Bissau,70196.00,人
Pando,Bolivia,56267.00,人
Aranđelovac,Serbia,46225.00,人
Nong Khai,Thailand,75478.00,人
Veraguas,Panama,45955.00,人
Tindouf,Algeria,45610.00,人
Isla de la Juventud,Cuba,45577.00,人
Knowsley,United Kingdom,123446.00,人
Wiltshire,United Kingdom,260637.00,人
Wādī ash Shāţi’,Libya,45721.00,人
Bexley,United Kingdom,117345.00,人
Sud-Ouest,Burkina Faso,160080.00,人
Al Bayḑā’,Yemen,83054.00,人
Tameside,United Kingdom,200919.00,人
Mai-Ndombe,Congo (Kinshasa),146775.00,人
Kingston upon Thames,United Kingdom,88145.00,人
Bắc Kạn,Vietnam,45036.00,人
Bolikhamxai,Laos,45000.00,人
Aurora,Philippines,223242.00,人
Lewisham,United Kingdom,44905.00,人
North Western,Sierra Leone,44900.00,人
Dalarna,Sweden,142955.00,人
Kitgum,Uganda,44604.00,人
Shida Kartli,Georgia,114532.00,人
Pattani,Thailand,58490.00,人
Kgatleng,Botswana,44339.00,人
Karuzi,Burundi,82404.00,人
La Paz,Honduras,82535.00,人
Varaždinska Županija,Croatia,68300.00,人
Murzuq,Libya,45728.00,人
Bushenyi,Uganda,43700.00,人
Gabú,Guinea-Bissau,55556.00,人
Kyustendil,Bulgaria,77239.00,人
Aleksinac,Serbia,43258.00,人
Syunik’,Armenia,78675.00,人
Vichada,Colombia,77527.00,人
Ağcabədi,Azerbaijan,59998.00,人
Lai Châu,Vietnam,42973.00,人
Uva,Sri Lanka,127940.00,人
Guimaras,Philippines,82337.00,人
Meru,Kenya,42677.00,人
Kinmen,Taiwan,42675.00,人
Biombo,Guinea-Bissau,42659.00,人
Kalmar,Sweden,121144.00,人
Šibensko-Kninska Županija,Croatia,62881.00,人
Guarda,Portugal,110391.00,人
Nagykanizsa,Hungary,42502.00,人
Elgeyo/Marakwet,Kenya,42312.00,人
Pallisa,Uganda,42300.00,人
Smederevska Palanka,Serbia,42192.00,人
Harghita,Romania,110654.00,人
Štip,North Macedonia,42000.00,人
Inverclyde,United Kingdom,66960.00,人
Soriano,Uruguay,59148.00,人
Tororo,Uganda,106106.00,人
Ratchaburi,Thailand,174185.00,人
Hódmezővásárhely,Hungary,41781.00,人
Santa Bárbara,Honduras,87866.00,人
Nordland,Norway,98771.00,人
Kampong Chhnang,Cambodia,41700.00,人
Dubrovačko-Neretvanska Županija,Croatia,56797.00,人
Ialomiţa,Romania,82395.00,人
Puntarenas,Costa Rica,241772.00,人
Samegrelo-Zemo Svaneti,Georgia,104590.00,人
Svay Rieng,Cambodia,41424.00,人
Nebbi,Uganda,41400.00,人
Dunaújváros,Hungary,41394.00,人
Tozeur,Tunisia,78447.00,人
Ouaka,Central African Republic,74413.00,人
Limón,Costa Rica,268364.00,人
Ionía Nísia,Greece,110947.00,人
Nimba,Liberia,64638.00,人
Camiguin,Philippines,86123.00,人
Embu,Kenya,41092.00,人
Centro Sur,Equatorial Guinea,44254.00,人
Rivas,Nicaragua,135039.00,人
Bujanovac,Serbia,41068.00,人
Buhweju,Uganda,41063.00,人
Louth,Ireland,79960.00,人
Derbyshire,United Kingdom,401466.00,人
Ammóchostos,Cyprus,55883.00,人
Velika Plana,Serbia,40902.00,人
South Gloucestershire,United Kingdom,120744.00,人
Central Bedfordshire,United Kingdom,166330.00,人
Veles,North Macedonia,40664.00,人
Artigas,Uruguay,55389.00,人
Njombe,Tanzania,49354.00,人
Şəmkir,Azerbaijan,40600.00,人
Bayan-Ölgiy,Mongolia,49308.00,人
Narathiwat,Thailand,96450.00,人
Teleorman,Romania,104977.00,人
Northern,Sierra Leone,214106.00,人
Talas,Kyrgyzstan,62442.00,人
Pärnu,Estonia,40228.00,人
El Meniaa,Algeria,40195.00,人
Maha Sarakham,Thailand,49138.00,人
Sisačko-Moslavačka Županija,Croatia,101064.00,人
Si Sa Ket,Thailand,80436.00,人
Montana,Bulgaria,85992.00,人
Fushë Kosovë,Kosovo,39948.00,人
Xaçmaz,Azerbaijan,50794.00,人
Brcko District,Bosnia and Herzegovina,39893.00,人
Ngozi,Burundi,39884.00,人
Kópavogur,Iceland,39810.00,人
Northumberland,United Kingdom,195428.00,人
Semienawi K’eyyĭḥ Baḥri,Eritrea,59918.00,人
Oshana,Namibia,81007.00,人
Şamaxı,Azerbaijan,39600.00,人
Cañar,Ecuador,75363.00,人
Kaffrine,Senegal,84357.00,人
Istog,Kosovo,39289.00,人
Gümüşhane,Turkey,72069.00,人
Surin,Thailand,39179.00,人
Gornji Milanovac,Serbia,38985.00,人
Troms og Finnmark,Norway,138411.00,人
Neuchâtel,Switzerland,91663.00,人
Ohrid,North Macedonia,38818.00,人
Moyen-Ogooué,Gabon,38909.00,人
Phatthalung,Thailand,38576.00,人
Leribe,Lesotho,106784.00,人
Bərdə,Azerbaijan,38500.00,人
Belize,Belize,50267.00,人
Klinë,Kosovo,38496.00,人
Lavalleja,Uruguay,40649.00,人
Fribourg,Switzerland,82878.00,人
Wokingham,United Kingdom,128206.00,人
Salamat,Chad,38261.00,人
San José,Uruguay,85158.00,人
Dornod,Mongolia,38150.00,人
Quba,Azerbaijan,38100.00,人
Prokuplje,Serbia,38054.00,人
Ali Sabieh,Djibouti,37939.00,人
Celje,Slovenia,37872.00,人
Koboko,Uganda,37825.00,人
Pelopónnisos,Greece,193597.00,人
Grand’Anse,Haiti,314429.00,人
Stirling,United Kingdom,47020.00,人
Kranj,Slovenia,37553.00,人
Kisii,Kenya,37531.00,人
Río San Juan,Nicaragua,89026.00,人
La Unión,El Salvador,182862.00,人
Nord-Est,Haiti,226020.00,人
Shabwah,Yemen,37315.00,人
Amazonas,Peru,69326.00,人
Göygöl,Azerbaijan,37280.00,人
Rukungiri,Uganda,37200.00,人
Adjumani,Uganda,37100.00,人
Prijepolje,Serbia,37059.00,人
Fingal,Ireland,106755.00,人
Marijampolė,Lithuania,36807.00,人
Salima,Malawi,36789.00,人
Esch-sur-Alzette,Luxembourg,74033.00,人
Schaffhausen,Switzerland,47097.00,人
Kié-Ntem,Equatorial Guinea,36565.00,人
Centre-Sud,Burkina Faso,158310.00,人
Kainuu,Finland,46787.00,人
Berat,Albania,62206.00,人
Ouham,Central African Republic,81457.00,人
Bougainville,Papua New Guinea,45739.00,人
Balaka,Malawi,36421.00,人
,Monaco,36371.00,人
Bjelovarsko-Bilogorska Županija,Croatia,55045.00,人
Prey Veng,Cambodia,36254.00,人
Göyçay,Azerbaijan,36200.00,人
Tshuapa,Congo (Kinshasa),36449.00,人
Kamenicë,Kosovo,36085.00,人
Otago,New Zealand,74970.00,人
Ngounié,Gabon,42497.00,人
North Bank,"Gambia, The",53311.00,人
Bugiri,Uganda,36000.00,人
Kep,Cambodia,35990.00,人
South East,Botswana,73062.00,人
Tuamasaga,Samoa,37972.00,人
Siliana,Tunisia,72969.00,人
Rumonge,Burundi,35931.00,人
Beja,Portugal,101967.00,人
Falkirk,United Kingdom,78310.00,人
Sukhothai,Thailand,68552.00,人
Gombe,Nigeria,35712.00,人
Vršac,Serbia,35701.00,人
Al Bāḩah,Saudi Arabia,90931.00,人
Kula,Serbia,35592.00,人
Phetchaburi,Thailand,137117.00,人
Samangān,Afghanistan,35560.00,人
Innlandet,Norway,187582.00,人
Plateau-Central,Burkina Faso,119423.00,人
Sofia,Bulgaria,91330.00,人
Graubünden,Switzerland,55084.00,人
Bragança,Portugal,114621.00,人
Tombouctou,Mali,280358.00,人
Haute-Kotto,Central African Republic,40638.00,人
Tunceli,Turkey,70322.00,人
Qazax,Azerbaijan,35102.00,人
Tbong Khmum,Cambodia,35054.00,人
East Riding of Yorkshire,United Kingdom,120408.00,人
Wardak,Afghanistan,70016.00,人
Dikhil,Djibouti,35000.00,人
Wādī al Ḩayāt,Libya,35000.00,人
Negotin,Serbia,35000.00,人
Oshikoto,Namibia,42520.00,人
Jagodina,Serbia,34892.00,人
Dragash,Kosovo,34827.00,人
Naryn,Kyrgyzstan,71532.00,人
Valais,Switzerland,127122.00,人
Gisborne,New Zealand,34527.00,人
Smolyan,Bulgaria,45001.00,人
Kalasin,Thailand,74003.00,人
Papua Selatan,Indonesia,34412.00,人
Durazno,Uruguay,47353.00,人
Isingiro,Uganda,34300.00,人
Roi Et,Thailand,54629.00,人
Kébili,Tunisia,71018.00,人
Šid,Serbia,34188.00,人
Bor,Serbia,34159.00,人
Dytikí Makedonía,Greece,117920.00,人
Bong,Liberia,34046.00,人
,Gibraltar,34003.00,人
Margibi,Liberia,59254.00,人
Meath,Ireland,75247.00,人
Strumica,North Macedonia,33825.00,人
West Berkshire,United Kingdom,59256.00,人
Madriz,Nicaragua,121251.00,人
Saint George,Grenada,33734.00,人
Kovin,Serbia,33722.00,人
North Ayrshire,United Kingdom,93958.00,人
Kohtla-Järve,Estonia,33675.00,人
Florida,Uruguay,33639.00,人
Chumphon,Thailand,44883.00,人
Koh Kong,Cambodia,33591.00,人
Wadi-Fira,Chad,45412.00,人
Northern Bahr el Ghazal,South Sudan,33537.00,人
,Jersey,33522.00,人
Amazonas,Colombia,43247.00,人
Silistra,Bulgaria,42357.00,人
Zombo,Uganda,48426.00,人
Kaçanik,Kosovo,33409.00,人
Uttaradit,Thailand,63817.00,人
Pastaza,Ecuador,33325.00,人
Mažeikiai,Lithuania,33249.00,人
Kerýneia,Cyprus,33207.00,人
Ngäbe-Buglé,Panama,33541.00,人
Valle d’Aosta,Italy,33093.00,人
Timimoun,Algeria,33060.00,人
Tutin,Serbia,33053.00,人
Īlām,Iran,127945.00,人
Paraguarí,Paraguay,151544.00,人
Gostivar,North Macedonia,32814.00,人
Ñeembucú,Paraguay,42489.00,人
Krabi,Thailand,47079.00,人
Ventspils,Latvia,32634.00,人
In Salah,Algeria,32518.00,人
Razgrad,Bulgaria,32391.00,人
Dumfries and Galloway,United Kingdom,51479.00,人
Lékoumou,Congo (Brazzaville),32296.00,人
Chalatenango,El Salvador,163591.00,人
Bafatá,Guinea-Bissau,61811.00,人
,Burkina Faso,32207.00,人
Lakes,South Sudan,43750.00,人
Nikšić,Montenegro,32046.00,人
San Pawl il-Baħar,Malta,32042.00,人
Mountain,Philippines,138104.00,人
Lovech,Bulgaria,82462.00,人
Kampong Thom,Cambodia,51822.00,人
Laikipia,Kenya,63226.00,人
Kiryandongo,Uganda,64010.00,人
Knjaževac,Serbia,31491.00,人
Zug,Switzerland,84464.00,人
Mbomou,Central African Republic,63552.00,人
Rakai,Uganda,67728.00,人
Samburu,Kenya,51350.00,人
Ibanda,Uganda,31316.00,人
İmişli,Azerbaijan,31310.00,人
Zaqatala,Azerbaijan,42000.00,人
Petrovac na Mlavi,Serbia,31259.00,人
Bocas del Toro,Panama,56950.00,人
Diffa,Niger,48885.00,人
Dedza,Malawi,30928.00,人
Nógrád,Hungary,55945.00,人
Ladākh,India,69196.00,人
Sabirabad,Azerbaijan,30866.00,人
Vukovarsko-Srijemska Županija,Croatia,63170.00,人
Ungheni,Moldova,30804.00,人
Busia,Kenya,42971.00,人
Bolívar,Ecuador,49380.00,人
Bečej,Serbia,30681.00,人
Laḩij,Yemen,30661.00,人
Hafnarfjörður,Iceland,30568.00,人
Mayo-Kebbi-Est,Chad,61004.00,人
Kŭhistoni Badakhshon,Tajikistan,50440.00,人
Ratanakiri,Cambodia,49604.00,人
Nyanga,Gabon,35250.00,人
Kericho,Kenya,30023.00,人
Cahul,Moldova,30018.00,人
Tarrafal,Cabo Verde,30000.00,人
Anjouan,Comoros,88587.00,人
Majuro,Marshall Islands,30000.00,人
Övörhangay,Mongolia,44765.00,人
Kayunga,Uganda,30000.00,人
Budaka,Uganda,30000.00,人
Subotica,Serbia,29919.00,人
Aḑ Ḑāli‘,Yemen,73419.00,人
Western Highlands,Papua New Guinea,29765.00,人
Napo,Ecuador,29724.00,人
Tolna,Hungary,87336.00,人
Vlasotince,Serbia,29669.00,人
Stung Treng,Cambodia,29665.00,人
Ağdaş,Azerbaijan,29600.00,人
Point Fortin,Trinidad and Tobago,29579.00,人
Abyan,Yemen,49374.00,人
Kyegegwa,Uganda,29400.00,人
Madang,Papua New Guinea,29339.00,人
Sipaliwini,Suriname,29210.00,人
Sangha-Mbaéré,Central African Republic,29181.00,人
Kitui,Kenya,45032.00,人
Siquijor,Philippines,96605.00,人
Hardap,Namibia,47321.00,人
Kamphaeng Phet,Thailand,46706.00,人
,Kiribati,46158.00,人
Kikinda,Serbia,28743.00,人
Mid and East Antrim,United Kingdom,75698.00,人
Pakwach,Uganda,28700.00,人
Zambezi,Namibia,28699.00,人
Upper Demerara-Berbice,Guyana,29350.00,人
,Aruba,50153.00,人
Koprivničko-Križevačka Županija,Croatia,47529.00,人
Dún Laoghaire-Rathdown,Ireland,81226.00,人
Debub,Eritrea,64451.00,人
Muchinga,Zambia,66111.00,人
Vaupés,Colombia,28382.00,人
Nkhotakota,Malawi,28350.00,人
Princes Town,Trinidad and Tobago,28335.00,人
Kočani,North Macedonia,28330.00,人
Yukon,Canada,28201.00,人
Sangha,Congo (Brazzaville),55979.00,人
East Dunbartonshire,United Kingdom,85835.00,人
Mchinji,Malawi,28011.00,人
Macuata,Fiji,27949.00,人
,Isle of Man,37110.00,人
"Newry, Mourne and Down",United Kingdom,39458.00,人
Ivanjica,Serbia,27767.00,人
Guéra,Chad,57413.00,人
Wanica,Suriname,46376.00,人
,Cayman Islands,27704.00,人
Chhukha,Bhutan,27658.00,人
Tongatapu,Tonga,27600.00,人
Nakhon Phanom,Thailand,39751.00,人
Al Jufrah,Libya,56365.00,人
Apayao,Philippines,124366.00,人
Hacıqabul,Azerbaijan,27536.00,人
Ahafo,Ghana,45153.00,人
Al Karak,Jordan,49104.00,人
Shtime,Kosovo,27324.00,人
Central Darfur,Sudan,27258.00,人
West New Britain,Papua New Guinea,28062.00,人
Jonava,Lithuania,27134.00,人
Međimurska Županija,Croatia,38139.00,人
Vóreio Aigaío,Greece,83988.00,人
Aargau,Switzerland,233531.00,人
Lobatse,Botswana,26900.00,人
Nsanje,Malawi,52079.00,人
Otjozondjupa,Namibia,79848.00,人
Tunapuna/Piarco,Trinidad and Tobago,37698.00,人
Cartago,Costa Rica,113412.00,人
Suphan Buri,Thailand,52739.00,人
East Renfrewshire,United Kingdom,70805.00,人
Lofa,Liberia,47163.00,人
Kanchanaburi,Thailand,111227.00,人
Aleksandrovac,Serbia,26522.00,人
Pemba North,Tanzania,26450.00,人
Guidimaka,Mauritania,26420.00,人
Marlborough,New Zealand,26400.00,人
Dinagat Islands,Philippines,83087.00,人
West Dunbartonshire,United Kingdom,55930.00,人
Uvs,Mongolia,26319.00,人
Gotland,Sweden,26305.00,人
Bayanhongor,Mongolia,26252.00,人
Ifugao,Philippines,136346.00,人
Colonia,Uruguay,87660.00,人
Cayo,Belize,30151.00,人
Rēzekne,Latvia,26131.00,人
Amnat Charoen,Thailand,26118.00,人
Kerry,Ireland,40491.00,人
Plateaux,Congo (Brazzaville),50787.00,人
Hovd,Mongolia,26023.00,人
Bajina Bašta,Serbia,26022.00,人
Cəlilabad,Azerbaijan,35913.00,人
